ID,Name,Code,OEM Brand,OEM Group,POM,To (Country),To (Region),Sales Rep,Product,25Y Sales (￦0.1b),Source Lat,Source Lng,Target Lat,Target Lng,Address
287,"VW(CHINA,ANHUI)",None,,,Zhangjiagang Plant,CN,AS,GREY,,0,31.81876607,120.5404758,31.07295,117.34972,"Anhui, China"
288,SGM,None,,,Zhangjiagang Plant,CN,AS,TINA,,0,31.81876607,120.5404758,35.486703,101.901875,China
289,GAC,None,,,Zhangjiagang Plant,CN,AS,MARTIN,,2.6504,31.81876607,120.5404758,35.486703,101.901875,China
290,GAC NE,None,,,Zhangjiagang Plant,CN,AS,MARTIN,,15.115248,31.81876607,120.5404758,35.486703,101.901875,China
291,GM SPO Davison,203939,,,Monterrey Plant,US,NA,최정길,,0,25.89783181,-100.2355135,43.029,-83.632862,"Road Burton, MI 48509, 4134 Davison"
292,THYSSENKRUPP PRESTA MEXICO,200109,,,Monterrey Plant,MX,SA,최정길,,140.2535901,25.89783181,-100.2355135,19.16209075,-98.3830311,"74160 Huejotzingo, Puebla, Mexico"
293,NAMYANG NEXMO MEXICO,287597,,,Monterrey Plant,MX,SA,최정길,,78.75161892,25.89783181,-100.2355135,25.73888327,-100.1562714,"Mexico 66646 Nuevo León, Cdad. Apodaca, San Javier, A Villa de Juárez, Carretera Apodaca"
294,Robert Bosch Automotive Steering LL,287573,,,Monterrey Plant,US,NA,최정길,,22.24670071,25.89783181,-100.2355135,20.642287,-100.143786,"Galeras, 76288 Colón, Querétaro, Mexico"
295,BOSCH QUERETARO,287580,,,Monterrey Plant,MX,SA,최정길,,22.0381187,25.89783181,-100.2355135,20.63350216,-100.166575,"76278 Colón, Querétaro, Mexico"
296,NEXTEER AUTOMOTIVE C/O PROTRANS-,200021,,,Monterrey Plant,MX,SA,최정길,,282.973671,25.89783181,-100.2355135,20.679173,-100.31413,"RAFAEL SESMA HUERTA #12, PRAQUE IND FINSA, EL MARQUES QRO"
297,NEXTEER AUTOMOTIVE,400032,,,Monterrey Plant,BR,SA,최정길,,9.02089136,25.89783181,-100.2355135,-22.42072889,315.6585976,"Av. Renato Monteiro, 5652 - Tecnopolo, Porto Real - RJ, 27570-000, Brazil"
298,NEXTEER AUTOMOTIVE CORPORATION(미,200048,,,Monterrey Plant,US,NA,최정길,,67.56464481,25.89783181,-100.2355135,43.412161,-83.882792,"3900 HOLLAND ROAD, SAGINAW, MI"
299,THYSSENKRUPP PRESTA HUNGARY,200116,,,Monterrey Plant,HU,EU,최정길,,0,25.89783181,259.7644865,47.58455,379.74552,"Jászfényszaru, Thyssenkrupp utca 1."
300,TXX service newburgh,203946,,,Monterrey Plant,US,NA,최정길,,0,25.89783181,-100.2355135,41.499991,-74.010701,"4 Matrix Drive Newburgh, NY 12550 USA, Part Distribution Center Newburgh"
301,TXX gigafactory texas,287386,,,Monterrey Plant,US,NA,최정길,,73.93264437,25.89783181,-100.2355135,29.963992,-97.786909,"Dr (Kyle 2 - MY) 201 Logistics Dr  Kyle, TX 78640 USA, NA-US-TX-Kyle-201 Logistics"
302,TXX lathrop,287548,,,Monterrey Plant,US,NA,최정길,,0,25.89783181,-100.2355135,37.822738,-121.276858,"Lathrop, CA 95330 USA, NA-US-CA-Lathrop-701 D'Arcy Pkwy"
303,GM FAIRFAX-CTR DIRECT,200030,,,Monterrey Plant,US,NA,최정길,,0,25.89783181,-100.2355135,39.090755,-94.700255,"5300 KANSAS AVE, KANSAS CITY, KANSAS"
304,Robert Bosch Automotive Steering LLC(US),287573,,,Monterrey Plant,US,NA,최정길,,0,25.89783181,-100.2355135,39.01856562,-84.64296103,"15 Spiral Dr, Florence, KY 41042, US"
305,GM ORION-CTR DIRECT,200024,,,Monterrey Plant,US,NA,최정길,,0,25.89783181,-100.2355135,42.718017,-83.260413,"4555, GIDDING RD, LAKE ORION, MI"
